profile_id,age,annual_income,income_sources,tax_return_filed,late_filing_count,outstanding_dues,previous_default_count,income_growth_rate,deduction_claim_ratio,tax_compliance_score,compliance_risk
TAXP00342,54,809300,Salary,0,0,191300,0,0.268,0.49,0.02,High
TAXP00343,45,684600,Salary+Business,1,1,111300,1,-0.199,0.178,0.371,High
TAXP00344,59,875700,Salary,1,1,0,0,0.144,0.194,0.914,Low
TAXP00345,59,2081100,Salary+Business,1,0,0,0,0.169,0.329,0.857,Low
TAXP00346,36,150000,Salary+Business,0,1,48000,0,0.263,0.188,0.51,Medium
TAXP00347,57,424700,Salary,1,1,17100,0,-0.085,0.165,0.847,Low
TAXP00348,23,994700,Business,1,2,0,0,-0.073,0.144,0.877,Low
TAXP00349,40,208100,Salary,1,0,0,0,-0.063,0.15,0.96,Low
TAXP00350,50,1881200,Professional,0,1,0,0,0.184,0.3,0.769,Low
TAXP00351,41,847400,Salary,1,0,0,1,0.186,0.457,0.895,Low
TAXP00352,54,1195700,Multiple,1,0,0,0,-0.052,0.263,0.98,Low
TAXP00353,59,430900,Salary,1,0,0,0,0.406,0.278,0.958,Low
TAXP00354,40,1167800,Professional,1,1,21800,1,0.146,0.199,0.781,Low
TAXP00355,33,1402900,Salary,1,0,12200,0,0.12,0.346,0.897,Low
TAXP00356,47,768700,Salary,1,2,0,0,0.067,0.43,0.884,Low
TAXP00357,60,769500,Business,0,1,0,0,0.249,0.277,0.767,Low
TAXP00358,65,789700,Business,1,1,0,1,0.162,0.162,0.804,Low
TAXP00359,57,349100,Multiple,1,0,0,0,0.402,0.334,0.906,Low
TAXP00360,32,584500,Salary,1,0,0,0,-0.094,0.162,0.978,Low
TAXP00361,30,582400,Salary,0,1,165500,0,-0.147,0.203,0.02,High
TAXP00362,46,856600,Salary,1,1,0,1,-0.018,0.078,0.859,Low
TAXP00363,39,1335200,Salary,0,0,152700,1,0.189,0.069,0.02,High
TAXP00364,48,303300,Salary+Investments,1,1,0,2,0.032,0.248,0.845,Low
TAXP00365,62,594100,Salary+Investments,0,0,0,1,0.303,0.124,0.802,Low
TAXP00366,45,1888700,Salary+Investments,1,0,8900,0,0.037,0.091,0.92,Low
TAXP00367,36,380500,Salary,1,0,9800,0,0.273,0.3,0.825,Low
TAXP00368,60,359600,Salary,1,0,0,0,-0.033,0.134,0.932,Low
TAXP00369,40,751900,Salary+Business,0,1,2000,2,0.289,0.206,0.662,Medium
TAXP00370,48,1193800,Salary,1,0,0,1,0.319,0.119,0.911,Low
TAXP00371,27,655400,Professional,1,0,2800,0,0.01,0.296,0.927,Low
TAXP00372,43,1692300,Salary,1,1,0,1,0.178,0.312,0.841,Low
TAXP00373,40,1204600,Salary,1,2,0,1,0.143,0.378,0.755,Low
TAXP00374,26,1191600,Salary+Investments,1,2,8300,0,0.183,0.078,0.881,Low
TAXP00375,30,968700,Salary,0,1,26500,0,0.306,0.236,0.651,Medium
TAXP00376,52,3473400,Multiple,1,1,12100,0,0.256,0.499,0.797,Low
TAXP00377,29,560700,Salary,1,0,0,0,0.182,0.201,0.917,Low
TAXP00378,26,153600,Salary,1,1,5500,0,0.206,0.321,0.81,Low
TAXP00379,23,2063200,Salary,0,4,0,0,-0.103,0.164,0.72,Low
TAXP00380,22,467500,Salary,1,2,0,1,0.093,0.246,0.85,Low
TAXP00381,40,702500,Business,1,1,0,0,-0.076,0.081,0.941,Low
TAXP00382,42,1668800,Salary,1,0,0,0,0.097,0.309,0.98,Low
TAXP00383,49,205100,Professional,1,0,0,0,0.279,0.103,0.913,Low
TAXP00384,46,264000,Salary+Investments,1,0,0,0,0.099,0.605,0.927,Low
TAXP00385,45,205200,Salary,1,0,0,0,-0.301,0.077,0.931,Low
TAXP00386,65,366900,Salary,0,1,0,0,-0.067,0.311,0.802,Low
TAXP00387,32,892000,Salary,1,4,0,1,0.193,0.349,0.7,Low
TAXP00388,53,948000,Salary+Business,1,0,0,0,0.014,0.01,0.98,Low
TAXP00389,24,793100,Business,1,1,0,1,0.225,0.549,0.87,Low
TAXP00390,59,235000,Salary,1,0,0,0,-0.093,0.298,0.98,Low
TAXP00391,37,150000,Business,1,0,0,0,0.161,0.332,0.98,Low
TAXP00392,36,675900,Business,0,1,22200,0,0.169,0.225,0.648,Medium
TAXP00393,27,462800,Salary,1,0,18800,1,0.226,0.377,0.8,Low
TAXP00394,43,904800,Salary,1,1,0,1,-0.005,0.249,0.839,Low
TAXP00395,38,1077500,Multiple,1,0,11700,1,0.225,0.143,0.864,Low
TAXP00396,64,718000,Salary,1,0,0,1,0.341,0.286,0.859,Low
TAXP00397,29,1123600,Salary,1,0,10900,0,-0.264,0.222,0.87,Low
TAXP00398,39,766600,Salary,0,1,0,0,0.108,0.1,0.819,Low
TAXP00399,61,952100,Business,1,0,0,1,-0.189,0.078,0.922,Low
TAXP00400,57,391400,Business,1,0,0,0,-0.038,0.145,0.969,Low
TAXP00401,55,571200,Salary,0,3,20700,2,-0.025,0.125,0.478,Medium
TAXP00402,44,748900,Business,0,1,0,0,0.089,0.098,0.817,Low
TAXP00403,60,1173500,Professional,1,0,0,0,0.16,0.242,0.952,Low
TAXP00404,31,489500,Salary,0,1,0,1,0.245,0.276,0.791,Low
TAXP00405,57,946000,Salary+Investments,1,1,46500,1,0.142,0.387,0.645,Medium
TAXP00406,47,536800,Salary,1,0,0,1,0.208,0.39,0.922,Low
TAXP00407,36,597300,Salary,1,1,18500,0,-0.073,0.23,0.81,Low
TAXP00408,30,1181100,Multiple,1,0,0,2,0.269,0.614,0.845,Low
TAXP00409,44,154800,Salary+Business,1,2,3300,0,-0.427,0.139,0.844,Low
TAXP00410,21,255600,Salary,1,0,0,0,0.344,0.301,0.953,Low
TAXP00411,53,223600,Salary+Investments,1,0,0,1,0.316,0.138,0.915,Low
TAXP00412,31,150000,Business,1,0,0,0,0.22,0.202,0.934,Low
TAXP00413,38,398900,Salary,1,0,0,0,0.457,0.344,0.93,Low
TAXP00414,29,1114900,Salary+Investments,1,0,0,0,-0.189,0.412,0.954,Low
TAXP00415,41,529500,Salary+Business,1,3,0,0,0.225,0.342,0.796,Low
TAXP00416,37,749500,Salary,0,3,0,0,0.122,0.195,0.655,Medium
TAXP00417,29,1424000,Professional,0,2,0,1,0.139,0.154,0.709,Low
TAXP00418,60,1690700,Salary,0,0,0,0,-0.086,0.28,0.89,Low
TAXP00419,55,618400,Salary,1,0,0,0,0.163,0.364,0.98,Low
TAXP00420,38,1722500,Multiple,1,0,20800,0,0.156,0.201,0.873,Low
TAXP00421,23,694600,Business,1,0,0,1,-0.01,0.306,0.959,Low
TAXP00422,59,355700,Business,1,0,0,0,0.089,0.139,0.98,Low
TAXP00423,52,423700,Business,1,0,0,1,-0.11,0.406,0.913,Low
TAXP00424,46,223900,Business,1,0,34100,1,0.037,0.192,0.739,Low
TAXP00425,48,342900,Salary,0,1,9600,1,0.254,0.314,0.639,Medium
TAXP00426,21,502300,Multiple,1,0,55600,0,0.257,0.436,0.655,Medium
TAXP00427,42,1159300,Professional,1,0,0,0,0.223,0.292,0.947,Low
TAXP00428,29,2243800,Professional,1,0,0,0,0.254,0.344,0.932,Low
TAXP00429,50,240300,Business,1,1,0,0,0.256,0.374,0.898,Low
TAXP00430,62,862500,Salary,1,0,8600,0,-0.003,0.415,0.937,Low
TAXP00431,44,307300,Salary,1,1,0,0,0.154,0.367,0.831,Low
TAXP00432,48,914800,Salary,1,3,0,0,0.274,0.237,0.854,Low
TAXP00433,51,591500,Salary,1,3,0,0,-0.121,0.43,0.795,Low
TAXP00434,62,173900,Professional,1,1,9900,1,-0.122,0.269,0.845,Low
TAXP00435,22,1268200,Salary+Investments,1,0,0,0,-0.131,0.205,0.968,Low
TAXP00436,34,420500,Salary,1,1,5300,1,-0.186,0.261,0.824,Low
TAXP00437,33,442600,Salary,1,0,0,0,-0.068,0.455,0.957,Low
TAXP00438,53,300900,Professional,1,1,43500,1,0.016,0.374,0.683,Medium
TAXP00439,41,405800,Salary,1,4,0,0,0.342,0.405,0.764,Low
TAXP00440,55,884500,Multiple,1,0,0,1,0.03,0.342,0.875,Low
TAXP00441,42,567200,Salary,1,1,7000,0,-0.143,0.372,0.924,Low
TAXP00442,64,823500,Salary,1,0,0,0,0.127,0.281,0.907,Low
TAXP00443,55,843500,Salary,1,1,0,1,0.07,0.295,0.866,Low
TAXP00444,21,1682200,Multiple,1,0,0,0,-0.025,0.185,0.955,Low
TAXP00445,65,507800,Salary,1,1,0,0,0.006,0.567,0.933,Low
TAXP00446,63,224400,Professional,1,1,0,0,0.271,0.156,0.927,Low
TAXP00447,22,1401600,Salary,1,1,0,0,-0.126,0.202,0.949,Low
TAXP00448,38,512000,Salary,1,1,0,1,-0.167,0.4,0.843,Low
TAXP00449,64,1450200,Salary+Investments,1,0,0,2,0.175,0.333,0.894,Low
TAXP00450,58,856600,Salary,0,1,0,1,0.002,0.19,0.786,Low
TAXP00451,42,591400,Salary,1,1,0,0,0.348,0.25,0.835,Low
TAXP00452,45,835600,Business,0,0,0,0,0.075,0.335,0.819,Low
TAXP00453,22,2648400,Salary+Investments,1,0,0,0,0.084,0.489,0.933,Low
TAXP00454,46,2899800,Salary,1,1,3600,0,0.226,0.352,0.873,Low
TAXP00455,50,683300,Salary,1,0,38300,1,-0.168,0.458,0.645,Medium
TAXP00456,37,729500,Multiple,0,1,0,0,0.154,0.276,0.801,Low
TAXP00457,34,1410700,Professional,1,2,6900,0,0.042,0.128,0.823,Low
TAXP00458,58,353600,Salary+Investments,1,1,0,0,0.264,0.177,0.98,Low
TAXP00459,41,826200,Salary+Business,1,2,0,2,-0.003,0.186,0.792,Low
TAXP00460,32,638000,Professional,1,2,0,0,0.128,0.248,0.885,Low
TAXP00461,37,814800,Salary,0,0,0,1,0.043,0.164,0.829,Low
TAXP00462,43,356700,Salary,0,2,0,1,0.166,0.113,0.689,Medium
TAXP00463,32,207000,Salary+Business,1,0,0,0,0.06,0.233,0.978,Low
TAXP00464,46,150000,Salary+Business,1,0,0,0,0.142,0.388,0.958,Low
TAXP00465,59,290700,Multiple,1,0,0,1,0.381,0.02,0.953,Low
TAXP00466,54,467200,Business,1,0,0,1,0.054,0.717,0.889,Low
TAXP00467,31,526300,Salary,1,1,0,2,0.164,0.247,0.889,Low
TAXP00468,42,2622200,Business,1,0,0,1,0.466,0.168,0.916,Low
TAXP00469,45,1441300,Professional,0,1,17700,2,0.162,0.01,0.681,Medium
TAXP00470,51,325100,Business,1,0,0,0,-0.289,0.376,0.891,Low
TAXP00471,55,834900,Salary+Business,1,1,0,0,-0.007,0.181,0.909,Low
TAXP00472,42,484900,Business,1,1,0,2,-0.093,0.185,0.797,Low
TAXP00473,35,529700,Salary,1,0,35800,1,0.248,0.235,0.773,Low
TAXP00474,50,742800,Business,0,1,0,0,0.085,0.233,0.776,Low
TAXP00475,26,1015100,Professional,1,1,0,2,0.27,0.283,0.832,Low
TAXP00476,51,509100,Salary+Investments,0,1,302800,2,0.198,0.11,0.02,High
TAXP00477,61,1398200,Salary,1,2,0,1,0.197,0.559,0.795,Low
TAXP00478,52,285700,Business,1,0,4700,0,-0.096,0.125,0.98,Low
TAXP00479,40,653000,Business,1,1,0,0,0.181,0.206,0.958,Low
TAXP00480,58,4218800,Business,1,0,27600,0,0.319,0.245,0.791,Low
TAXP00481,44,763300,Salary,1,1,0,0,-0.132,0.162,0.907,Low
TAXP00482,45,1824200,Salary+Investments,1,0,0,0,0.049,0.096,0.98,Low
TAXP00483,59,694300,Salary+Investments,1,1,0,0,0.157,0.162,0.888,Low
TAXP00484,29,987500,Business,1,0,0,0,0.116,0.252,0.98,Low
TAXP00485,56,624000,Business,1,2,0,0,0.33,0.079,0.924,Low
TAXP00486,51,574900,Salary,1,0,3500,0,0.217,0.072,0.98,Low
TAXP00487,44,370800,Business,1,0,60700,0,0.165,0.296,0.695,Medium
TAXP00488,24,886100,Business,1,1,8700,0,0.231,0.463,0.874,Low
TAXP00489,55,352100,Salary+Business,1,3,0,0,0.222,0.073,0.856,Low
TAXP00490,30,1049600,Salary,1,0,9300,1,0.107,0.368,0.841,Low
TAXP00491,61,1420000,Salary+Business,1,0,11000,0,0.043,0.312,0.881,Low
TAXP00492,56,846300,Salary,1,0,0,2,0.258,0.212,0.826,Low
TAXP00493,37,528900,Professional,1,0,0,0,-0.019,0.374,0.934,Low
TAXP00494,40,901300,Professional,1,1,0,0,0.088,0.351,0.98,Low
TAXP00495,22,520500,Salary,1,0,0,0,-0.085,0.148,0.98,Low
TAXP00496,43,1274800,Business,1,2,0,1,0.217,0.176,0.788,Low
TAXP00497,23,173900,Salary+Investments,1,2,0,1,0.297,0.293,0.826,Low
TAXP00498,65,510500,Professional,1,1,0,1,-0.05,0.231,0.882,Low
TAXP00499,49,155000,Salary,0,0,0,0,0.075,0.255,0.828,Low
TAXP00500,31,221500,Business,1,0,7100,0,0.023,0.495,0.867,Low
TAXP00501,57,1735300,Salary,1,0,0,0,0.272,0.341,0.933,Low
TAXP00502,21,1238300,Professional,1,2,13700,0,0.327,0.052,0.841,Low
TAXP00503,45,387200,Professional,1,1,0,1,0.023,0.061,0.939,Low
TAXP00504,26,220300,Salary,1,0,17700,0,-0.395,0.33,0.889,Low
TAXP00505,23,150000,Professional,1,1,32400,0,0.284,0.276,0.699,Medium
TAXP00506,32,439500,Salary+Business,0,1,11900,0,0.107,0.727,0.663,Medium
TAXP00507,34,3713300,Salary+Business,0,1,0,0,0.108,0.161,0.809,Low
TAXP00508,53,889000,Salary,1,0,0,0,0.254,0.156,0.98,Low
TAXP00509,61,434400,Salary,1,1,0,1,0.042,0.397,0.83,Low
TAXP00510,55,908500,Business,1,0,0,1,-0.001,0.449,0.898,Low
TAXP00511,54,211300,Salary,1,1,19300,0,0.043,0.193,0.859,Low
TAXP00512,46,524700,Business,1,0,0,0,0.178,0.207,0.971,Low
TAXP00513,37,698300,Salary,0,0,0,0,0.241,0.237,0.824,Low
TAXP00514,32,610900,Salary,1,1,6600,0,0.361,0.238,0.889,Low
TAXP00515,63,1148700,Professional,1,2,0,0,0.165,0.14,0.919,Low
TAXP00516,44,833100,Salary,1,0,39000,0,0.077,0.098,0.778,Low
TAXP00517,46,1051700,Salary+Business,1,0,0,2,0.242,0.437,0.833,Low
TAXP00518,21,396000,Salary,1,1,0,0,-0.055,0.178,0.98,Low
TAXP00519,41,1240700,Business,1,1,0,0,0.327,0.402,0.896,Low
TAXP00520,51,2100200,Salary,1,1,0,0,0.134,0.107,0.964,Low
TAXP00521,43,323300,Salary+Business,0,0,30300,0,0.063,0.17,0.686,Medium
TAXP00522,48,343000,Salary+Business,1,2,36200,0,-0.055,0.299,0.746,Low
TAXP00523,57,1700600,Salary,0,2,0,1,0.2,0.229,0.746,Low
TAXP00524,21,566300,Professional,1,1,0,2,0.055,0.177,0.914,Low
TAXP00525,61,1786000,Salary,1,1,35000,0,0.085,0.438,0.709,Low
TAXP00526,57,472600,Business,1,0,0,0,-0.167,0.109,0.98,Low
TAXP00527,39,1853100,Salary,1,0,0,0,0.03,0.233,0.98,Low
TAXP00528,55,714500,Business,1,2,0,0,0.009,0.299,0.879,Low
TAXP00529,23,782800,Salary,1,0,21200,0,0.167,0.309,0.855,Low
TAXP00530,34,2005300,Salary+Investments,1,0,0,0,0.057,0.406,0.934,Low
TAXP00531,25,500900,Business,1,0,0,0,-0.324,0.192,0.936,Low
TAXP00532,49,330100,Business,0,1,71500,0,0.034,0.232,0.4,High
TAXP00533,59,470600,Salary,0,2,2800,2,-0.133,0.219,0.586,Medium
TAXP00534,48,900200,Salary,1,2,0,0,-0.067,0.413,0.825,Low
TAXP00535,53,210500,Salary,1,1,0,0,0.261,0.151,0.911,Low
TAXP00536,27,1028600,Salary+Investments,1,0,123200,0,-0.17,0.396,0.307,High
TAXP00537,63,441000,Salary+Business,0,1,0,1,0.147,0.116,0.741,Low
TAXP00538,29,1485300,Salary,0,2,37100,0,0.019,0.111,0.654,Medium
TAXP00539,44,150000,Salary+Business,0,0,0,1,-0.012,0.146,0.82,Low
TAXP00540,51,368900,Salary,1,0,0,1,-0.057,0.335,0.977,Low
TAXP00541,59,193000,Salary,1,1,12700,0,0.151,0.184,0.886,Low
TAXP00542,63,358600,Business,1,0,0,1,0.169,0.119,0.98,Low
TAXP00543,47,776900,Salary,1,2,0,0,-0.176,0.163,0.866,Low
TAXP00544,46,571300,Salary,1,1,0,0,0.284,0.183,0.897,Low
TAXP00545,39,541600,Professional,1,2,10300,0,-0.09,0.294,0.776,Low
TAXP00546,46,579600,Salary,1,0,0,0,0.162,0.271,0.98,Low
TAXP00547,51,752500,Salary+Investments,1,0,14600,0,-0.089,0.381,0.904,Low
TAXP00548,50,314500,Professional,1,1,0,0,0.027,0.355,0.878,Low
TAXP00549,47,1081300,Salary+Investments,1,2,0,0,-0.105,0.182,0.9,Low
TAXP00550,40,1047400,Professional,1,2,15300,0,0.015,0.024,0.85,Low
TAXP00551,29,857700,Salary+Investments,1,0,73500,0,0.068,0.208,0.571,Medium
TAXP00552,23,970400,Salary,1,1,4400,1,-0.084,0.326,0.825,Low
TAXP00553,39,804600,Business,1,0,0,0,0.15,0.225,0.935,Low
TAXP00554,38,2813600,Business,0,1,0,0,0.171,0.147,0.791,Low
TAXP00555,48,610500,Salary+Investments,1,0,0,0,0.533,0.258,0.956,Low
TAXP00556,61,521100,Salary,0,1,0,0,0.249,0.364,0.734,Low
TAXP00557,52,377800,Business,1,1,0,1,0.288,0.368,0.818,Low
TAXP00558,57,309100,Salary+Business,1,0,0,1,-0.183,0.379,0.902,Low
TAXP00559,47,265300,Salary,0,0,0,2,-0.213,0.256,0.711,Low
TAXP00560,62,342800,Salary+Investments,1,0,0,0,0.052,0.181,0.979,Low
TAXP00561,63,617700,Salary,1,0,0,0,0.386,0.347,0.975,Low
TAXP00562,27,826900,Salary,1,1,0,0,0.496,0.263,0.893,Low
TAXP00563,49,674400,Business,1,1,0,0,-0.01,0.46,0.839,Low
TAXP00564,43,374600,Business,1,0,0,0,0.006,0.447,0.918,Low
TAXP00565,64,1242800,Salary,0,1,0,1,0.187,0.218,0.736,Low
TAXP00566,47,1106900,Salary,1,1,5700,0,0.068,0.355,0.916,Low
TAXP00567,21,579400,Salary,1,1,0,1,0.072,0.081,0.932,Low
TAXP00568,30,406200,Salary+Business,1,0,13000,1,0.202,0.122,0.867,Low
TAXP00569,26,964700,Salary+Investments,1,1,0,0,0.534,0.365,0.906,Low
TAXP00570,30,744200,Business,0,1,4100,0,0.309,0.423,0.751,Low
TAXP00571,25,229100,Salary,1,1,16700,1,0.399,0.121,0.776,Low
TAXP00572,56,619000,Business,1,1,84700,1,-0.195,0.01,0.503,Medium
TAXP00573,43,785000,Salary+Investments,1,1,7700,0,0.272,0.691,0.857,Low
TAXP00574,51,340100,Salary+Business,1,0,0,0,-0.052,0.155,0.98,Low
TAXP00575,65,745200,Salary,0,1,0,0,0.368,0.21,0.775,Low
TAXP00576,50,228000,Salary,1,0,0,0,0.317,0.257,0.939,Low
TAXP00577,42,1701100,Salary+Investments,1,2,0,0,0.197,0.286,0.902,Low
TAXP00578,33,1596400,Salary+Investments,1,1,62000,0,-0.019,0.361,0.639,Medium
TAXP00579,54,541900,Salary,1,0,43300,0,0.023,0.468,0.761,Low
TAXP00580,43,844400,Salary+Investments,1,0,0,1,0.036,0.408,0.879,Low
TAXP00581,55,150000,Salary,0,1,0,0,0.222,0.086,0.828,Low
TAXP00582,22,282700,Salary,1,0,0,0,0.165,0.028,0.98,Low
TAXP00583,28,526100,Salary+Business,1,1,0,0,0.327,0.089,0.91,Low
TAXP00584,26,300400,Business,1,0,0,0,0.358,0.257,0.91,Low
TAXP00585,51,1087200,Salary,1,0,0,1,-0.035,0.277,0.963,Low
TAXP00586,44,2738100,Salary+Investments,1,2,7300,2,0.176,0.113,0.705,Low
TAXP00587,35,278600,Salary+Investments,1,0,0,0,0.174,0.208,0.948,Low
TAXP00588,34,355700,Salary,0,1,146800,0,0.085,0.295,0.02,High
TAXP00589,48,770100,Professional,1,0,0,0,0.251,0.129,0.923,Low
TAXP00590,64,2073500,Salary+Business,1,0,0,0,0.179,0.481,0.937,Low
TAXP00591,65,269600,Business,1,0,0,0,0.008,0.354,0.98,Low
TAXP00592,42,777700,Multiple,1,0,0,0,0.077,0.092,0.963,Low
TAXP00593,51,2412200,Professional,1,0,0,0,0.044,0.142,0.98,Low
TAXP00594,24,197900,Salary,1,2,16000,0,-0.016,0.451,0.77,Low
TAXP00595,63,258400,Salary,1,0,0,0,0.086,0.22,0.98,Low
TAXP00596,21,479100,Salary+Investments,1,1,0,0,-0.108,0.458,0.91,Low
TAXP00597,36,446800,Multiple,1,1,0,0,0.176,0.524,0.967,Low
TAXP00598,53,1166800,Salary,1,1,0,0,0.325,0.259,0.911,Low
TAXP00599,64,773500,Salary,0,2,0,0,0.108,0.229,0.753,Low
TAXP00600,28,181100,Salary+Business,0,3,0,0,0.251,0.048,0.739,Low
TAXP00601,50,942100,Salary,1,0,0,1,0.125,0.186,0.927,Low
TAXP00602,29,428900,Salary,0,2,25100,1,-0.064,0.119,0.629,Medium
TAXP00603,23,1627100,Salary+Investments,1,0,0,0,0.421,0.21,0.926,Low
TAXP00604,40,413700,Salary+Business,1,1,0,0,-0.288,0.345,0.901,Low
TAXP00605,46,411000,Salary+Investments,0,0,0,1,0.102,0.168,0.729,Low
TAXP00606,32,959700,Professional,1,0,0,0,-0.023,0.1,0.978,Low
TAXP00607,64,1125800,Salary,1,0,0,0,0.353,0.273,0.938,Low
TAXP00608,48,897500,Salary+Investments,1,1,53000,1,0.135,0.24,0.614,Medium
TAXP00609,40,193100,Salary,1,0,55900,0,0.509,0.206,0.619,Medium
TAXP00610,42,957500,Salary,1,1,0,1,0.106,0.457,0.866,Low
TAXP00611,41,308700,Salary+Investments,1,0,0,1,-0.022,0.16,0.872,Low
TAXP00612,26,770000,Professional,0,0,0,1,-0.174,0.318,0.728,Low
TAXP00613,48,233200,Salary+Investments,0,0,0,0,0.277,0.271,0.854,Low
TAXP00614,56,896300,Salary,1,1,77100,0,-0.034,0.314,0.532,Medium
TAXP00615,39,363700,Multiple,1,0,0,0,0.033,0.554,0.968,Low
TAXP00616,40,258100,Professional,0,0,32100,0,0.296,0.338,0.71,Low
TAXP00617,61,1086700,Professional,1,0,0,0,0.269,0.202,0.953,Low
TAXP00618,48,773500,Salary+Investments,1,0,0,1,0.002,0.227,0.927,Low
TAXP00619,34,417800,Salary,1,0,6000,0,0.027,0.245,0.92,Low
TAXP00620,21,1847900,Salary+Business,1,0,0,1,-0.181,0.131,0.928,Low
TAXP00621,58,473300,Professional,1,0,38300,0,-0.229,0.369,0.721,Low
TAXP00622,49,665200,Salary+Business,0,1,55200,1,0.222,0.33,0.454,Medium
TAXP00623,49,788900,Salary+Investments,1,0,0,0,0.24,0.204,0.972,Low
TAXP00624,33,416100,Professional,0,1,0,1,0.157,0.163,0.755,Low
TAXP00625,29,912500,Salary,1,1,0,2,0.13,0.267,0.792,Low
TAXP00626,43,442700,Salary,1,1,0,1,-0.013,0.169,0.899,Low
TAXP00627,55,483300,Multiple,1,0,0,0,0.335,0.328,0.915,Low
TAXP00628,34,1733800,Multiple,1,0,0,0,-0.185,0.119,0.98,Low
TAXP00629,44,307300,Multiple,1,2,0,0,0.025,0.366,0.88,Low
TAXP00630,65,150000,Salary,1,1,8200,0,0.126,0.17,0.952,Low
TAXP00631,30,2073200,Salary,1,1,3200,0,0.1,0.473,0.895,Low
TAXP00632,31,4074400,Salary+Business,1,1,0,0,0.1,0.19,0.968,Low
TAXP00633,31,485500,Salary+Business,1,1,0,0,0.017,0.267,0.906,Low
TAXP00634,62,161200,Salary,1,2,0,0,0.187,0.101,0.868,Low
TAXP00635,44,519800,Professional,0,2,0,2,-0.094,0.206,0.618,Medium
TAXP00636,62,528900,Salary,1,0,1200,0,0.077,0.262,0.905,Low
TAXP00637,63,566900,Business,1,2,22800,0,0.169,0.311,0.753,Low
TAXP00638,39,291600,Salary,1,0,15900,0,0.047,0.485,0.892,Low
TAXP00639,23,986600,Salary,1,3,0,0,0.101,0.077,0.83,Low
TAXP00640,34,948200,Salary,1,0,11700,1,0.134,0.447,0.85,Low
TAXP00641,45,221600,Salary+Investments,1,2,51500,2,-0.182,0.293,0.522,Medium
TAXP00642,38,1075300,Salary+Business,1,1,0,1,-0.167,0.081,0.886,Low
TAXP00643,21,2849500,Multiple,1,1,0,1,0.121,0.492,0.867,Low
TAXP00644,65,735700,Business,1,2,0,0,0.003,0.291,0.805,Low
TAXP00645,34,509800,Salary,0,0,0,0,0.012,0.219,0.867,Low
TAXP00646,48,586800,Salary,1,1,0,0,0.191,0.477,0.895,Low
TAXP00647,63,1012300,Professional,0,2,0,2,-0.058,0.048,0.65,Medium
TAXP00648,45,187000,Salary,0,0,0,1,-0.286,0.396,0.697,Medium
TAXP00649,52,731700,Salary+Business,1,2,191300,0,0.365,0.082,0.02,High
TAXP00650,22,490700,Salary+Business,1,0,49500,0,0.294,0.257,0.767,Low
TAXP00651,52,2458700,Salary+Investments,1,0,3300,1,0.292,0.286,0.89,Low
TAXP00652,59,573400,Salary,1,1,12200,0,-0.079,0.187,0.927,Low
TAXP00653,62,2160000,Business,1,0,0,0,0.088,0.105,0.98,Low
TAXP00654,24,293600,Salary,1,0,6700,1,-0.103,0.171,0.84,Low
TAXP00655,31,992100,Salary,1,1,0,0,0.09,0.312,0.945,Low
TAXP00656,23,818100,Salary+Business,1,1,61600,0,0.044,0.404,0.629,Medium
TAXP00657,62,347700,Business,1,0,34600,0,-0.072,0.114,0.776,Low
TAXP00658,33,738600,Salary+Business,1,0,0,0,0.181,0.115,0.98,Low
TAXP00659,44,1556200,Salary,1,1,0,1,0.059,0.246,0.833,Low
TAXP00660,42,514800,Multiple,1,1,0,2,0.376,0.128,0.828,Low
TAXP00661,51,192200,Multiple,0,1,0,0,0.114,0.119,0.792,Low
TAXP00662,61,641800,Business,1,0,0,0,-0.308,0.071,0.98,Low
TAXP00663,35,339400,Salary+Investments,0,1,0,0,-0.19,0.369,0.818,Low
TAXP00664,56,508000,Salary,1,1,0,0,0.435,0.471,0.887,Low
TAXP00665,34,612900,Salary+Business,1,2,0,0,0.043,0.198,0.898,Low
TAXP00666,29,190400,Salary+Investments,1,2,12300,1,0.138,0.422,0.655,Medium
TAXP00667,25,203100,Salary+Business,1,0,0,0,0.102,0.164,0.942,Low
TAXP00668,37,919700,Salary+Business,1,0,23300,2,0.327,0.36,0.69,Medium
TAXP00669,46,446100,Business,1,1,0,0,-0.205,0.274,0.92,Low
TAXP00670,56,150000,Salary+Business,1,1,0,1,0.313,0.2,0.913,Low
TAXP00671,59,1143700,Professional,1,1,0,0,0.302,0.129,0.864,Low
TAXP00672,44,790800,Salary,1,1,17900,0,0.101,0.213,0.89,Low
TAXP00673,39,388800,Salary,1,0,0,0,0.166,0.097,0.98,Low
TAXP00674,28,251900,Salary+Business,1,0,0,0,0.041,0.076,0.97,Low
TAXP00675,62,1186500,Professional,1,1,0,1,-0.17,0.209,0.781,Low
TAXP00676,38,835900,Business,1,1,0,0,0.193,0.332,0.848,Low
TAXP00677,55,3613600,Salary+Investments,1,1,0,0,0.139,0.278,0.895,Low
TAXP00678,49,879600,Professional,1,0,0,0,0.143,0.198,0.896,Low
TAXP00679,62,859300,Salary,1,0,0,0,0.177,0.329,0.974,Low
TAXP00680,64,576400,Salary,1,0,13300,1,0.003,0.462,0.819,Low
TAXP00681,52,1170300,Professional,0,2,0,1,0.339,0.271,0.638,Medium
TAXP00682,50,1019500,Salary+Business,1,2,0,0,0.101,0.188,0.931,Low
TAXP00683,27,1600700,Business,0,2,0,0,0.187,0.322,0.73,Low
