transaction_id,profile_id,transaction_amount,transaction_type,merchant_category,payment_method,city,transaction_frequency,location_risk_score,device_risk_score,anomaly_score,is_anomaly
TXN000263,TAXP00510,172.07,purchase,education,card,Pune,5,0.087,0.393,0.053,0
TXN000264,TAXP03472,75.01,merchant_payment,electronics,bank_transfer,Chennai,4,0.102,0.169,0.107,0
TXN000265,TAXP00708,420.06,deposit,groceries,card,Ahmedabad,6,0.321,0.228,0.082,0
TXN000266,TAXP01521,157.46,transfer,education,UPI,Hyderabad,4,0.019,0.251,0.124,0
TXN000267,TAXP02209,721.34,bill_payment,restaurants,card,Hyderabad,5,0.243,0.01,0.004,0
TXN000268,TAXP02188,158.82,cash_withdrawal,groceries,card,Delhi,3,0.006,0.32,0.113,0
TXN000269,TAXP00266,1376.03,purchase,retail,bank_transfer,Hyderabad,4,0.072,0.221,0.13,0
TXN000270,TAXP02235,323.93,deposit,healthcare,UPI,Chennai,7,0.237,0.125,0.173,0
TXN000271,TAXP02096,3235.22,cash_withdrawal,retail,UPI,Pune,3,0.195,0.175,0.078,0
TXN000272,TAXP01378,53.22,transfer,financial_services,UPI,Hyderabad,1,0.266,0.091,0.214,0
TXN000273,TAXP02573,848.27,purchase,utilities,UPI,Bengaluru,3,0.31,0.4,0.131,0
TXN000274,TAXP03673,410.32,bill_payment,restaurants,UPI,Pune,5,0.169,0.276,0.111,0
TXN000275,TAXP04967,50.0,cash_withdrawal,retail,bank_transfer,Bengaluru,3,0.235,0.237,0.055,0
TXN000276,TAXP04837,171.9,purchase,travel,wallet,Chennai,3,0.135,0.2,0.122,0
TXN000277,TAXP03469,104.07,purchase,education,wallet,Mumbai,3,0.242,0.109,0.027,0
TXN000278,TAXP01154,92.49,cash_withdrawal,groceries,UPI,Delhi,2,0.073,0.228,0.0,0
TXN000279,TAXP04165,251.96,bill_payment,retail,card,Chennai,3,0.207,0.271,0.235,0
TXN000280,TAXP01648,5769.37,merchant_payment,restaurants,bank_transfer,Bengaluru,2,0.325,0.096,0.203,0
TXN000281,TAXP00949,457.22,purchase,groceries,card,Mumbai,7,0.216,0.265,0.0,0
TXN000282,TAXP01611,1467.68,cash_withdrawal,restaurants,UPI,Bengaluru,3,0.194,0.114,0.022,0
TXN000283,TAXP00272,129.25,merchant_payment,travel,bank_transfer,Pune,1,0.176,0.073,0.114,0
TXN000284,TAXP01953,174.3,purchase,groceries,UPI,Hyderabad,5,0.358,0.277,0.087,0
TXN000285,TAXP04023,1237.03,merchant_payment,online_services,UPI,Ahmedabad,4,0.285,0.157,0.232,0
TXN000286,TAXP00033,150.38,deposit,restaurants,bank_transfer,Kolkata,5,0.254,0.215,0.0,0
TXN000287,TAXP00001,50.0,purchase,travel,bank_transfer,Ahmedabad,4,0.073,0.376,0.069,0
TXN000288,TAXP00869,542.25,purchase,utilities,bank_transfer,Bengaluru,4,0.113,0.266,0.105,0
TXN000289,TAXP00972,389.18,purchase,online_services,cash,Chennai,5,0.315,0.007,0.09,0
TXN000290,TAXP03241,454.74,merchant_payment,groceries,bank_transfer,Kolkata,6,0.137,0.433,0.089,0
TXN000291,TAXP00788,50.0,merchant_payment,utilities,card,Delhi,1,0.057,0.108,0.042,0
TXN000292,TAXP01967,1521.41,purchase,electronics,cash,Hyderabad,2,0.407,0.241,0.153,0
TXN000293,TAXP03208,112.96,bill_payment,utilities,wallet,Hyderabad,6,0.181,0.262,0.081,0
TXN000294,TAXP01195,152.53,purchase,restaurants,card,Pune,3,0.351,0.055,0.041,0
TXN000295,TAXP00832,162.32,transfer,retail,bank_transfer,Chennai,3,0.152,0.031,0.087,0
TXN000296,TAXP04455,793.59,bill_payment,education,UPI,Mumbai,4,0.207,0.043,0.024,0
TXN000297,TAXP01081,196.33,cash_withdrawal,utilities,bank_transfer,Kolkata,5,0.172,0.231,0.068,0
TXN000298,TAXP04478,50.0,cash_withdrawal,healthcare,card,Ahmedabad,3,0.379,0.13,0.029,0
TXN000299,TAXP04735,119.98,purchase,retail,wallet,Pune,3,0.079,0.41,0.042,0
TXN000300,TAXP04641,282.59,merchant_payment,restaurants,UPI,Bengaluru,4,0.034,0.059,0.0,0
TXN000301,TAXP02392,50.0,cash_withdrawal,online_services,UPI,Pune,5,0.207,0.133,0.141,0
TXN000302,TAXP03629,1403.23,transfer,education,card,Mumbai,2,0.086,0.083,0.111,0
TXN000303,TAXP01216,237.98,cash_withdrawal,healthcare,bank_transfer,Bengaluru,5,0.061,0.258,0.008,0
TXN000304,TAXP00306,625.56,cash_withdrawal,travel,UPI,Chennai,2,0.133,0.118,0.059,0
TXN000305,TAXP02583,146.57,bill_payment,restaurants,bank_transfer,Bengaluru,3,0.25,0.302,0.112,0
TXN000306,TAXP00495,218.21,bill_payment,online_services,card,Chennai,3,0.217,0.217,0.129,0
TXN000307,TAXP03915,98.21,bill_payment,utilities,bank_transfer,Chennai,4,0.057,0.168,0.057,0
TXN000308,TAXP02520,169.38,bill_payment,retail,bank_transfer,Delhi,6,0.098,0.346,0.123,0
TXN000309,TAXP00303,382.61,deposit,education,cash,Pune,4,0.377,0.073,0.137,0
TXN000310,TAXP03624,918.13,purchase,education,card,Mumbai,7,0.51,0.222,0.199,0
TXN000311,TAXP02409,73.34,transfer,utilities,UPI,Delhi,5,0.121,0.111,0.147,0
TXN000312,TAXP02285,50.0,transfer,education,bank_transfer,Ahmedabad,3,0.236,0.223,0.141,0
TXN000313,TAXP02818,1851.64,merchant_payment,travel,UPI,Delhi,4,0.315,0.104,0.288,1
TXN000314,TAXP03966,50.0,bill_payment,utilities,card,Mumbai,4,0.55,0.314,0.202,0
TXN000315,TAXP00687,1295.06,purchase,online_services,UPI,Kolkata,3,0.261,0.117,0.158,0
TXN000316,TAXP00545,662.6,deposit,online_services,cash,Ahmedabad,5,0.139,0.234,0.037,0
TXN000317,TAXP00840,355.89,cash_withdrawal,healthcare,UPI,Pune,3,0.556,0.16,0.104,0
TXN000318,TAXP01501,97.1,purchase,travel,cash,Bengaluru,4,0.423,0.375,0.188,0
TXN000319,TAXP03762,598.79,merchant_payment,online_services,UPI,Bengaluru,4,0.251,0.262,0.124,0
TXN000320,TAXP02972,129.14,bill_payment,online_services,UPI,Chennai,4,0.296,0.082,0.009,0
TXN000321,TAXP00297,993.87,bill_payment,groceries,bank_transfer,Mumbai,6,0.355,0.028,0.008,0
TXN000322,TAXP04114,72.87,purchase,financial_services,UPI,Mumbai,6,0.21,0.193,0.111,0
TXN000323,TAXP00224,50.0,purchase,utilities,cash,Delhi,3,0.337,0.308,0.098,0
TXN000324,TAXP01015,436.11,purchase,online_services,UPI,Mumbai,8,0.074,0.05,0.295,1
TXN000325,TAXP04457,232.14,cash_withdrawal,travel,card,Mumbai,7,0.55,0.041,0.108,0
TXN000326,TAXP01726,59.75,purchase,retail,bank_transfer,Hyderabad,5,0.182,0.151,0.142,0
TXN000327,TAXP01687,64.64,cash_withdrawal,electronics,card,Delhi,3,0.053,0.117,0.018,0
TXN000328,TAXP00933,252.1,purchase,retail,card,Bengaluru,4,0.259,0.314,0.08,0
TXN000329,TAXP00885,110.36,bill_payment,online_services,UPI,Kolkata,1,0.529,0.133,0.113,0
TXN000330,TAXP00153,58.46,merchant_payment,online_services,UPI,Chennai,8,0.463,0.34,0.333,1
TXN000331,TAXP04265,50.0,purchase,online_services,UPI,Hyderabad,6,0.161,0.323,0.068,0
TXN000332,TAXP03673,7177.83,purchase,restaurants,bank_transfer,Chennai,3,0.359,0.099,0.202,0
TXN000333,TAXP01849,560.85,bill_payment,retail,bank_transfer,Bengaluru,4,0.065,0.059,0.025,0
TXN000334,TAXP03785,299.59,purchase,travel,card,Chennai,7,0.285,0.037,0.093,0
TXN000335,TAXP01386,534.9,merchant_payment,financial_services,bank_transfer,Delhi,4,0.14,0.311,0.063,0
TXN000336,TAXP01693,182.81,purchase,utilities,UPI,Pune,5,0.437,0.409,0.219,0
TXN000337,TAXP04436,50.0,cash_withdrawal,healthcare,UPI,Hyderabad,5,0.169,0.153,0.081,0
TXN000338,TAXP01106,610.47,deposit,education,card,Ahmedabad,4,0.202,0.382,0.117,0
TXN000339,TAXP04291,73.08,cash_withdrawal,groceries,bank_transfer,Mumbai,5,0.094,0.208,0.127,0
TXN000340,TAXP01216,428.74,purchase,online_services,card,Chennai,5,0.21,0.082,0.092,0
TXN000341,TAXP04562,468.54,deposit,electronics,UPI,Delhi,6,0.136,0.149,0.036,0
TXN000342,TAXP01123,3284.18,purchase,utilities,card,Kolkata,4,0.349,0.214,0.227,0
TXN000343,TAXP01435,600.84,transfer,restaurants,bank_transfer,Pune,4,0.066,0.381,0.195,0
TXN000344,TAXP02758,465.47,bill_payment,financial_services,cash,Hyderabad,4,0.256,0.297,0.131,0
TXN000345,TAXP00986,652.53,purchase,education,bank_transfer,Chennai,5,0.402,0.1,0.161,0
TXN000346,TAXP00126,969.48,transfer,restaurants,UPI,Chennai,3,0.191,0.058,0.141,0
TXN000347,TAXP01477,1202.03,bill_payment,groceries,wallet,Mumbai,3,0.489,0.384,0.23,0
TXN000348,TAXP02150,796.01,cash_withdrawal,utilities,card,Kolkata,6,0.173,0.113,0.191,0
TXN000349,TAXP00057,145.85,transfer,retail,bank_transfer,Chennai,4,0.073,0.199,0.125,0
TXN000350,TAXP03951,142.31,transfer,utilities,UPI,Hyderabad,6,0.084,0.072,0.148,0
TXN000351,TAXP01364,334.19,merchant_payment,restaurants,UPI,Mumbai,5,0.419,0.384,0.144,0
TXN000352,TAXP00867,50.0,merchant_payment,restaurants,card,Mumbai,6,0.169,0.149,0.019,0
TXN000353,TAXP03151,113.71,merchant_payment,online_services,UPI,Delhi,2,0.453,0.097,0.011,0
TXN000354,TAXP04413,874.38,purchase,financial_services,card,Pune,3,0.467,0.07,0.158,0
TXN000355,TAXP02234,154.73,purchase,education,card,Ahmedabad,2,0.198,0.104,0.09,0
TXN000356,TAXP02119,57.33,transfer,online_services,UPI,Mumbai,4,0.353,0.243,0.156,0
TXN000357,TAXP02462,80.91,bill_payment,utilities,card,Bengaluru,3,0.437,0.291,0.063,0
TXN000358,TAXP00775,573.84,purchase,healthcare,bank_transfer,Hyderabad,6,0.407,0.213,0.089,0
TXN000359,TAXP01521,50.0,merchant_payment,groceries,UPI,Kolkata,3,0.079,0.038,0.061,0
TXN000360,TAXP02249,682.49,transfer,electronics,UPI,Kolkata,5,0.477,0.363,0.196,0
TXN000361,TAXP04978,641.7,bill_payment,restaurants,UPI,Delhi,6,0.202,0.057,0.181,0
TXN000362,TAXP01925,132.14,purchase,utilities,cash,Pune,1,0.21,0.297,0.149,0
TXN000363,TAXP00243,76.42,purchase,healthcare,bank_transfer,Mumbai,2,0.355,0.042,0.081,0
TXN000364,TAXP01263,136.28,purchase,retail,UPI,Chennai,4,0.04,0.273,0.135,0
TXN000365,TAXP04645,1194.23,merchant_payment,healthcare,wallet,Kolkata,4,0.33,0.191,0.118,0
TXN000366,TAXP04218,340.23,bill_payment,healthcare,UPI,Delhi,5,0.16,0.14,0.008,0
TXN000367,TAXP03124,57.24,transfer,online_services,bank_transfer,Chennai,1,0.087,0.109,0.076,0
TXN000368,TAXP02662,56.65,bill_payment,retail,card,Delhi,6,0.204,0.017,0.082,0
TXN000369,TAXP03221,4078.19,transfer,groceries,card,Pune,3,0.277,0.115,0.113,0
TXN000370,TAXP04803,380.28,merchant_payment,healthcare,wallet,Mumbai,6,0.369,0.387,0.213,0
TXN000371,TAXP02183,1483.37,bill_payment,travel,wallet,Bengaluru,5,0.131,0.184,0.138,0
TXN000372,TAXP04018,1695.43,transfer,restaurants,card,Hyderabad,2,0.051,0.266,0.133,0
TXN000373,TAXP04408,613.17,transfer,electronics,card,Bengaluru,6,0.207,0.416,0.253,1
TXN000374,TAXP01035,55.67,bill_payment,utilities,UPI,Kolkata,2,0.145,0.121,0.058,0
TXN000375,TAXP01907,77.85,transfer,travel,card,Mumbai,2,0.194,0.224,0.183,0
TXN000376,TAXP03625,144.53,purchase,restaurants,UPI,Pune,3,0.234,0.221,0.091,0
TXN000377,TAXP01150,1839.83,purchase,retail,bank_transfer,Bengaluru,3,0.03,0.459,0.079,0
TXN000378,TAXP01575,98.59,bill_payment,retail,bank_transfer,Ahmedabad,3,0.288,0.103,0.041,0
TXN000379,TAXP01738,649.17,merchant_payment,healthcare,bank_transfer,Delhi,5,0.196,0.332,0.111,0
TXN000380,TAXP04859,120.18,purchase,electronics,bank_transfer,Pune,4,0.064,0.104,0.069,0
TXN000381,TAXP03499,61.0,purchase,restaurants,UPI,Hyderabad,3,0.251,0.209,0.081,0
TXN000382,TAXP02590,106.03,transfer,travel,cash,Ahmedabad,4,0.049,0.068,0.088,0
TXN000383,TAXP02214,1386.33,transfer,education,cash,Chennai,5,0.386,0.089,0.274,1
TXN000384,TAXP03448,5415.09,transfer,groceries,UPI,Delhi,4,0.072,0.228,0.187,0
TXN000385,TAXP04478,733.36,transfer,healthcare,card,Delhi,6,0.214,0.144,0.23,0
TXN000386,TAXP01135,113.8,bill_payment,healthcare,card,Kolkata,4,0.23,0.055,0.0,0
TXN000387,TAXP03727,143.83,cash_withdrawal,travel,card,Chennai,4,0.255,0.228,0.219,0
TXN000388,TAXP01210,216.55,transfer,restaurants,UPI,Pune,5,0.222,0.26,0.179,0
TXN000389,TAXP03905,209.01,purchase,education,UPI,Mumbai,4,0.069,0.263,0.045,0
TXN000390,TAXP03714,51.27,transfer,retail,UPI,Bengaluru,7,0.417,0.086,0.134,0
TXN000391,TAXP03486,102.69,merchant_payment,financial_services,card,Ahmedabad,3,0.2,0.436,0.085,0
TXN000392,TAXP01307,50.0,purchase,restaurants,card,Pune,9,0.266,0.112,0.171,0
TXN000393,TAXP04961,213.93,merchant_payment,restaurants,card,Ahmedabad,6,0.215,0.106,0.121,0
TXN000394,TAXP01649,115.01,merchant_payment,travel,card,Chennai,7,0.272,0.414,0.196,0
TXN000395,TAXP04424,167.15,purchase,retail,cash,Hyderabad,2,0.421,0.254,0.157,0
TXN000396,TAXP00890,233.89,cash_withdrawal,groceries,UPI,Hyderabad,5,0.381,0.175,0.219,0
TXN000397,TAXP01853,52.21,merchant_payment,education,UPI,Mumbai,6,0.192,0.205,0.061,0
TXN000398,TAXP00114,221.45,transfer,online_services,bank_transfer,Delhi,2,0.209,0.151,0.265,1
TXN000399,TAXP00488,662.95,merchant_payment,retail,card,Delhi,4,0.092,0.188,0.041,0
TXN000400,TAXP02212,57.08,purchase,online_services,UPI,Delhi,5,0.35,0.08,0.111,0
TXN000401,TAXP04133,729.41,transfer,online_services,card,Bengaluru,5,0.292,0.047,0.148,0
TXN000402,TAXP03365,151.1,purchase,online_services,bank_transfer,Pune,6,0.003,0.039,0.0,0
TXN000403,TAXP02870,263.44,merchant_payment,online_services,UPI,Hyderabad,4,0.248,0.155,0.0,0
TXN000404,TAXP00058,50.0,transfer,groceries,UPI,Bengaluru,3,0.255,0.179,0.284,1
TXN000405,TAXP04177,196.27,transfer,restaurants,UPI,Pune,5,0.53,0.24,0.149,0
TXN000406,TAXP01620,789.5,merchant_payment,education,card,Pune,2,0.141,0.389,0.044,0
TXN000407,TAXP02753,201.03,transfer,travel,card,Pune,5,0.115,0.354,0.193,0
TXN000408,TAXP04119,264.28,transfer,groceries,card,Pune,6,0.081,0.083,0.166,0
TXN000409,TAXP00259,385.8,transfer,utilities,bank_transfer,Delhi,1,0.15,0.241,0.181,0
TXN000410,TAXP01561,238.11,purchase,travel,card,Hyderabad,2,0.175,0.187,0.205,0
TXN000411,TAXP04766,599.56,purchase,education,card,Bengaluru,5,0.366,0.2,0.211,0
TXN000412,TAXP00468,3438.42,transfer,groceries,wallet,Mumbai,6,0.419,0.461,0.256,1
TXN000413,TAXP01788,590.58,transfer,utilities,bank_transfer,Bengaluru,4,0.305,0.133,0.106,0
TXN000414,TAXP04502,652.64,cash_withdrawal,online_services,UPI,Kolkata,4,0.492,0.475,0.222,0
TXN000415,TAXP00583,8143.42,purchase,retail,card,Bengaluru,3,0.08,0.137,0.158,0
TXN000416,TAXP03446,50.0,transfer,utilities,card,Bengaluru,1,0.03,0.119,0.069,0
TXN000417,TAXP03474,2395.99,purchase,groceries,cash,Chennai,6,0.079,0.086,0.101,0
TXN000418,TAXP01197,50.3,merchant_payment,restaurants,wallet,Mumbai,2,0.129,0.263,0.047,0
TXN000419,TAXP00707,660.39,merchant_payment,financial_services,UPI,Bengaluru,7,0.284,0.124,0.123,0
TXN000420,TAXP03808,158.79,purchase,electronics,bank_transfer,Kolkata,5,0.106,0.104,0.024,0
TXN000421,TAXP01129,773.04,purchase,financial_services,cash,Ahmedabad,4,0.198,0.219,0.112,0
TXN000422,TAXP03909,50.0,transfer,restaurants,UPI,Pune,7,0.222,0.156,0.061,0
TXN000423,TAXP04537,942.16,merchant_payment,groceries,UPI,Hyderabad,2,0.222,0.144,0.183,0
TXN000424,TAXP00230,471.25,bill_payment,utilities,wallet,Pune,3,0.207,0.175,0.145,0
TXN000425,TAXP01369,141.07,bill_payment,healthcare,card,Chennai,7,0.112,0.062,0.0,0
TXN000426,TAXP03659,478.31,purchase,travel,UPI,Hyderabad,7,0.133,0.062,0.075,0
TXN000427,TAXP02826,567.23,transfer,online_services,bank_transfer,Pune,1,0.214,0.142,0.156,0
TXN000428,TAXP02570,5800.16,deposit,retail,UPI,Pune,3,0.189,0.121,0.121,0
TXN000429,TAXP02310,155.49,transfer,retail,bank_transfer,Mumbai,3,0.177,0.051,0.081,0
TXN000430,TAXP04777,160.61,purchase,online_services,wallet,Mumbai,3,0.313,0.113,0.055,0
TXN000431,TAXP03906,163.02,transfer,online_services,bank_transfer,Chennai,5,0.142,0.385,0.223,0
TXN000432,TAXP02764,1841.72,deposit,retail,UPI,Hyderabad,4,0.346,0.292,0.168,0
TXN000433,TAXP01621,166.6,merchant_payment,online_services,UPI,Mumbai,2,0.226,0.136,0.14,0
TXN000434,TAXP00117,253.59,transfer,utilities,bank_transfer,Pune,3,0.131,0.181,0.106,0
TXN000435,TAXP03419,2749.29,merchant_payment,healthcare,UPI,Delhi,6,0.012,0.079,0.026,0
TXN000436,TAXP00760,346.43,transfer,travel,UPI,Pune,4,0.352,0.191,0.091,0
TXN000437,TAXP00771,1206.72,purchase,education,card,Mumbai,6,0.191,0.223,0.153,0
TXN000438,TAXP00506,162.17,cash_withdrawal,education,cash,Mumbai,3,0.141,0.12,0.189,0
TXN000439,TAXP04425,484.59,transfer,education,bank_transfer,Delhi,3,0.119,0.235,0.264,1
TXN000440,TAXP02889,1312.81,purchase,electronics,wallet,Bengaluru,2,0.23,0.227,0.024,0
TXN000441,TAXP04031,185.26,transfer,utilities,cash,Bengaluru,4,0.11,0.184,0.157,0
TXN000442,TAXP00071,67.69,merchant_payment,retail,cash,Bengaluru,2,0.119,0.194,0.058,0
TXN000443,TAXP02355,358.45,merchant_payment,utilities,UPI,Chennai,2,0.023,0.289,0.108,0
TXN000444,TAXP03137,682.65,bill_payment,education,UPI,Ahmedabad,5,0.252,0.265,0.158,0
TXN000445,TAXP04582,50.0,purchase,groceries,UPI,Ahmedabad,6,0.113,0.247,0.034,0
TXN000446,TAXP03001,2225.65,bill_payment,financial_services,card,Bengaluru,3,0.442,0.267,0.233,0
TXN000447,TAXP00643,230.96,cash_withdrawal,online_services,bank_transfer,Delhi,1,0.616,0.369,0.29,1
TXN000448,TAXP03576,78.47,bill_payment,groceries,cash,Delhi,5,0.338,0.337,0.129,0
TXN000449,TAXP01757,686.65,merchant_payment,utilities,bank_transfer,Bengaluru,6,0.481,0.435,0.23,0
TXN000450,TAXP01194,887.43,merchant_payment,online_services,UPI,Hyderabad,5,0.496,0.046,0.149,0
TXN000451,TAXP04267,603.1,purchase,groceries,UPI,Pune,3,0.152,0.38,0.197,0
TXN000452,TAXP02798,396.32,bill_payment,healthcare,UPI,Pune,3,0.209,0.048,0.078,0
TXN000453,TAXP02446,1474.6,bill_payment,online_services,card,Bengaluru,3,0.041,0.398,0.162,0
TXN000454,TAXP04222,916.47,bill_payment,groceries,bank_transfer,Bengaluru,6,0.138,0.068,0.106,0
TXN000455,TAXP04708,208.63,deposit,retail,UPI,Bengaluru,4,0.458,0.554,0.33,1
TXN000456,TAXP03214,718.55,transfer,financial_services,bank_transfer,Ahmedabad,5,0.311,0.068,0.222,0
TXN000457,TAXP04244,50.0,purchase,utilities,card,Chennai,4,0.205,0.072,0.086,0
TXN000458,TAXP02098,764.41,purchase,retail,card,Pune,1,0.334,0.219,0.167,0
TXN000459,TAXP04521,76.27,transfer,online_services,UPI,Chennai,3,0.14,0.156,0.102,0
TXN000460,TAXP03623,50.0,purchase,electronics,card,Hyderabad,2,0.048,0.127,0.04,0
TXN000461,TAXP04558,567.93,purchase,healthcare,wallet,Pune,2,0.379,0.144,0.1,0
TXN000462,TAXP04342,244.62,transfer,travel,UPI,Kolkata,3,0.262,0.512,0.199,0
TXN000463,TAXP01753,73.89,merchant_payment,restaurants,UPI,Pune,7,0.338,0.262,0.12,0
TXN000464,TAXP04440,50.0,deposit,online_services,bank_transfer,Ahmedabad,7,0.077,0.015,0.016,0
TXN000465,TAXP02716,805.31,transfer,restaurants,UPI,Delhi,4,0.144,0.17,0.041,0
TXN000466,TAXP03994,183.57,purchase,restaurants,card,Delhi,5,0.402,0.247,0.177,0
TXN000467,TAXP03572,13084.28,purchase,online_services,card,Bengaluru,2,0.127,0.143,0.167,0
TXN000468,TAXP04626,50.0,bill_payment,education,card,Chennai,4,0.134,0.225,0.094,0
TXN000469,TAXP03544,50.0,bill_payment,travel,UPI,Ahmedabad,2,0.348,0.216,0.125,0
TXN000470,TAXP03626,588.01,transfer,healthcare,UPI,Bengaluru,7,0.339,0.168,0.102,0
TXN000471,TAXP04984,1688.3,deposit,retail,wallet,Bengaluru,3,0.077,0.226,0.127,0
TXN000472,TAXP04369,218.47,purchase,healthcare,bank_transfer,Pune,8,0.158,0.313,0.19,0
TXN000473,TAXP03080,222.07,transfer,restaurants,card,Delhi,4,0.137,0.325,0.047,0
TXN000474,TAXP03763,50.0,transfer,retail,card,Bengaluru,6,0.127,0.085,0.05,0
TXN000475,TAXP01255,116.64,cash_withdrawal,utilities,wallet,Ahmedabad,4,0.08,0.289,0.099,0
TXN000476,TAXP02737,1788.03,transfer,retail,card,Hyderabad,6,0.188,0.343,0.237,0
TXN000477,TAXP04899,5180.19,bill_payment,retail,UPI,Mumbai,5,0.367,0.072,0.032,0
TXN000478,TAXP00844,453.58,deposit,online_services,wallet,Kolkata,3,0.578,0.231,0.276,1
TXN000479,TAXP04494,198.87,purchase,education,UPI,Mumbai,5,0.083,0.195,0.057,0
TXN000480,TAXP03736,111.07,purchase,retail,bank_transfer,Pune,8,0.317,0.024,0.133,0
TXN000481,TAXP01422,232.39,merchant_payment,groceries,UPI,Hyderabad,7,0.195,0.361,0.154,0
TXN000482,TAXP04731,102.41,cash_withdrawal,education,UPI,Chennai,5,0.625,0.026,0.057,0
TXN000483,TAXP02117,151.9,purchase,online_services,cash,Bengaluru,4,0.138,0.313,0.123,0
TXN000484,TAXP02335,50.0,merchant_payment,online_services,cash,Ahmedabad,9,0.051,0.178,0.299,1
TXN000485,TAXP02393,50.0,purchase,online_services,UPI,Pune,6,0.163,0.328,0.022,0
TXN000486,TAXP00965,163.49,purchase,restaurants,UPI,Chennai,4,0.158,0.31,0.123,0
TXN000487,TAXP03209,275.28,merchant_payment,restaurants,cash,Bengaluru,3,0.475,0.093,0.07,0
TXN000488,TAXP02591,50.0,purchase,financial_services,cash,Ahmedabad,3,0.393,0.15,0.052,0
TXN000489,TAXP04904,693.82,merchant_payment,education,bank_transfer,Bengaluru,5,0.183,0.133,0.042,0
TXN000490,TAXP03894,50.0,transfer,retail,card,Kolkata,5,0.144,0.242,0.109,0
TXN000491,TAXP02177,1904.55,merchant_payment,groceries,UPI,Kolkata,6,0.22,0.303,0.213,0
TXN000492,TAXP04463,500.41,purchase,utilities,bank_transfer,Chennai,5,0.127,0.107,0.008,0
TXN000493,TAXP04630,63.62,bill_payment,retail,cash,Mumbai,4,0.166,0.201,0.122,0
TXN000494,TAXP02859,50.0,purchase,healthcare,UPI,Pune,7,0.13,0.138,0.024,0
TXN000495,TAXP04793,55.98,transfer,groceries,wallet,Chennai,4,0.298,0.131,0.186,0
TXN000496,TAXP02585,91.95,transfer,groceries,bank_transfer,Pune,5,0.196,0.265,0.083,0
TXN000497,TAXP01082,434.13,purchase,travel,card,Ahmedabad,6,0.135,0.355,0.031,0
TXN000498,TAXP02617,904.7,bill_payment,online_services,UPI,Hyderabad,2,0.436,0.143,0.151,0
TXN000499,TAXP02418,215.98,cash_withdrawal,healthcare,UPI,Hyderabad,2,0.425,0.193,0.138,0
TXN000500,TAXP02547,73.94,transfer,retail,bank_transfer,Mumbai,3,0.261,0.114,0.202,0
TXN000501,TAXP00866,56.7,merchant_payment,financial_services,cash,Kolkata,2,0.391,0.272,0.246,0
TXN000502,TAXP01005,102.17,purchase,utilities,UPI,Kolkata,3,0.491,0.071,0.111,0
TXN000503,TAXP01945,50.0,cash_withdrawal,healthcare,UPI,Kolkata,2,0.178,0.141,0.0,0
TXN000504,TAXP03786,51.04,deposit,electronics,card,Bengaluru,4,0.362,0.178,0.14,0
TXN000505,TAXP01138,218.27,transfer,utilities,bank_transfer,Chennai,4,0.132,0.207,0.246,0
TXN000506,TAXP00391,440.38,transfer,financial_services,UPI,Delhi,7,0.268,0.131,0.149,0
TXN000507,TAXP01308,295.92,transfer,utilities,UPI,Chennai,4,0.524,0.296,0.211,0
TXN000508,TAXP01960,909.59,merchant_payment,healthcare,card,Delhi,5,0.204,0.138,0.147,0
TXN000509,TAXP00269,3992.3,merchant_payment,groceries,UPI,Kolkata,9,0.217,0.352,0.314,1
TXN000510,TAXP02033,981.01,purchase,healthcare,cash,Delhi,2,0.128,0.466,0.181,0
TXN000511,TAXP02935,87.48,purchase,retail,cash,Hyderabad,5,0.371,0.089,0.16,0
TXN000512,TAXP04134,1099.49,purchase,groceries,UPI,Chennai,4,0.229,0.294,0.186,0
TXN000513,TAXP02400,1055.0,bill_payment,restaurants,card,Bengaluru,6,0.216,0.069,0.123,0
TXN000514,TAXP03675,358.63,bill_payment,financial_services,UPI,Chennai,4,0.139,0.138,0.021,0
TXN000515,TAXP03420,825.49,cash_withdrawal,online_services,cash,Bengaluru,3,0.275,0.057,0.086,0
TXN000516,TAXP02690,50.0,merchant_payment,education,wallet,Chennai,5,0.184,0.046,0.109,0
TXN000517,TAXP02801,208.66,cash_withdrawal,groceries,card,Delhi,6,0.447,0.172,0.129,0
TXN000518,TAXP01426,50.0,bill_payment,utilities,card,Chennai,4,0.26,0.179,0.078,0
TXN000519,TAXP00714,104.91,transfer,travel,cash,Delhi,5,0.178,0.241,0.151,0
TXN000520,TAXP02642,711.62,merchant_payment,financial_services,UPI,Mumbai,4,0.057,0.087,0.014,0
TXN000521,TAXP01323,258.31,merchant_payment,groceries,card,Hyderabad,3,0.217,0.366,0.061,0
TXN000522,TAXP01822,834.18,purchase,retail,card,Ahmedabad,4,0.473,0.175,0.092,0
